"","ID","CHR","MAPINFO","Strand","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","UCSC_CpG_Islands_Name","Relation_to_UCSC_CpG_Island","GencodeBasicV12_NAME","GencodeBasicV12_Accession","GencodeBasicV12_Group","GencodeCompV12_NAME","GencodeCompV12_Accession","GencodeCompV12_Group","DNase_Hypersensitivity_NAME","DNase_Hypersensitivity_Evidence_Count","OpenChromatin_NAME","OpenChromatin_Evidence_Count","TFBS_NAME","TFBS_Evidence_Count","Phantom4_Enhancers","Phantom5_Enhancers","custom_Name","custom_Accession","custom_Group"
"2453","cg05116756","1",3606702,"R","TP73","NM_001126240","TSS1500","chr1:3607096-3607553","N_Shore","TP73","ENST00000378280.1","TSS1500","TP73","ENST00000378280.1","TSS1500","chr1:3606445-3607035",3,"",NA,"",NA,"","","TP73","NM_001126240","TSS1500"
"2454","cg17683427","11",131780894,"F","NTM","NM_001144058","5'UTR","chr11:131780328-131781532","Island","NTM","ENST00000425719.2","TSS1500","NTM","ENST00000463395.1","5'UTR","chr11:131780445-131781690",3,"",NA,"",NA,"","","NTM","NM_001144058","5'UTR"
"2455","cg26127231","12",47220197,"F","SLC38A4","NM_001143824","TSS1500","","","SLC38A4","ENST00000395426.3","TSS1500","SLC38A4","ENST00000395426.3","TSS1500","",NA,"",NA,"",NA,"","","SLC38A4","NM_001143824","TSS1500"
"2456","cg16262898","1",3554782,"R","WDR8","NM_017818","Body","chr1:3556963-3557201","N_Shelf","WRAP73","ENST00000471223.1","3'UTR","WRAP73","ENST00000497940.1","TSS1500","",NA,"chr1:3554762-3558223",6,"",NA,"","","WDR8","NM_017818","Body"
"2457","cg05265611","1",3129633,"F","PRDM16","NM_022114","Body","","","","","","","","","",NA,"chr1:3127148-3130890",6,"",NA,"","","PRDM16","NM_022114","Body"
"2458","cg01150433","3",147142182,"R","","","","chr3:147142181-147142391","Island","ZIC1","ENST00000474034.1","5'UTR","ZIC1","ENST00000472523.1","5'UTR","chr3:147140385-147142435",3,"",NA,"",NA,"","","ZIC1","ENST00000474034.1","5'UTR"
"2459","cg03552658","19",59066570,"F","CHMP2A","NM_198426","TSS1500","chr19:59066151-59066662","Island","CHMP2A","ENST00000312547.1","TSS200","CHMP2A","ENST00000312547.1","TSS200","chr19:59066285-59066655",3,"",NA,"",NA,"","","CHMP2A","NM_198426","TSS1500"
"2460","cg21969795","17",7759140,"F","TMEM88","NM_203411","3'UTR","chr17:7760281-7761680","N_Shore","TMEM88","ENST00000301599.6","3'UTR","TMEM88","ENST00000301599.6","3'UTR","chr17:7759060-7760750",3,"",NA,"",NA,"","","TMEM88","NM_203411","3'UTR"
"2461","cg23964938","15",27712969,"R","GABRG3","NM_001270873","Body","","","","","","","","","",NA,"",NA,"chr15:27712727-27713993",3,"","","GABRG3","NM_001270873","Body"
"2462","cg19029181","3",147130536,"R","ZIC1","NM_003412","Body","chr3:147130342-147130577","Island","","","","ZIC1","ENST00000472523.1","5'UTR","chr3:147129645-147131690",3,"",NA,"",NA,"","","ZIC1","NM_003412","Body"
"2463","cg21794048","19",59066476,"F","CHMP2A","NM_014453","5'UTR","chr19:59066151-59066662","Island","CHMP2A","ENST00000312547.1","5'UTR","CHMP2A","ENST00000312547.1","5'UTR","chr19:59066285-59066655",3,"",NA,"",NA,"high-CpG:63758115-63758337","","CHMP2A","NM_014453","5'UTR"
"2464","cg08164500","5",5183169,"R","ADAMTS16","NM_139056","Body","","","","","","ADAMTS16","ENST00000433402.2","5'UTR","chr5:5182960-5183210",3,"",NA,"",NA,"","","ADAMTS16","NM_139056","Body"
"2465","cg16381530","19",31797063,"F","TSHZ3","NM_020856","Body","","","TSHZ3","ENST00000560707.1","TSS1500","TSHZ3","ENST00000560707.1","TSS1500","",NA,"",NA,"",NA,"","","TSHZ3","NM_020856","Body"
"2466","cg09929262","2",207079314,"R","GPR1","NM_001261455","TSS1500","","","GPR1","ENST00000437420.1","5'UTR","GPR1","ENST00000442134.1","TSS1500","",NA,"",NA,"",NA,"","","GPR1","NM_001261455","TSS1500"
"2467","cg14166257","11",2587762,"F","KCNQ1","NM_000218","Body","","","","","","","","","chr11:2587705-2587955",3,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"2468","cg05241828","8",145728507,"R","GPT","NM_005309","TSS1500","chr8:145730390-145732205","N_Shore","GPT","ENST00000394955.2","TSS1500","CTD-2517M22.14","ENST00000527086.1","5'UTR","chr8:145728145-145729195",3,"",NA,"",NA,"","","GPT","NM_005309","TSS1500"
"2469","cg04364504","16",58035198,"F","C16orf57","NM_024598","TSS200","chr16:58033947-58035548","Island","C16orf57","ENST00000561743.1","5'UTR","C16orf57","ENST00000561743.1","5'UTR","chr16:58035025-58035390",3,"",NA,"",NA,"","","C16orf57","NM_024598","TSS200"
"2470","cg00699981","9",138391523,"R","C9orf116","NM_001048265","Body","chr9:138391394-138393271","Island","MRPS2","ENST00000371785.1","TSS1500","MRPS2","ENST00000371785.1","TSS1500","",NA,"chr9:138389903-138400466",6,"chr9:138389571-138399007",6,"","","C9orf116","NM_001048265","Body"
"2471","cg22525581","12",54439112,"F","HOXC4","NM_014620","5'UTR","chr12:54440642-54441543","N_Shore","HOXC4","ENST00000303406.4","5'UTR","HOXC4","ENST00000303406.4","5'UTR","",NA,"",NA,"",NA,"","","HOXC4","NM_014620","5'UTR"
"2472","cg02565297","12",133144810,"F","FBRSL1","NM_001142641","Body","chr12:133146517-133148261","N_Shore","","","","FBRSL1","ENST00000541831.1","5'UTR","chr12:133144605-133144935",3,"",NA,"",NA,"","","FBRSL1","NM_001142641","Body"
"2473","cg02401126","8",135585480,"R","ZFAT","NR_110323","Body","","","ZFAT","ENST00000517307.1","3'UTR","ZFAT","ENST00000523924.1","3'UTR","",NA,"",NA,"chr8:135582193-135586386",6,"","","ZFAT","NR_110323","Body"
"2474","cg18627568","9",74525783,"F","C9orf85","NM_182505","TSS1500","chr9:74525249-74526679","Island","C9orf85","ENST00000334731.2","TSS1500","C9orf85","ENST00000479413.1","TSS1500","chr9:74524920-74526010",3,"",NA,"",NA,"","","C9orf85","NM_182505","TSS1500"
"2475","cg26512635","7",78060103,"R","MAGI2","NM_012301","Body","","","","","","MAGI2","ENST00000519748.1","3'UTR","",NA,"",NA,"",NA,"","","MAGI2","NM_012301","Body"
"2476","cg23903244","11",2812987,"R","KCNQ1","NM_000218","Body","chr11:2812415-2813396","Island","KCNQ1","ENST00000526095.1","5'UTR","KCNQ1","ENST00000526095.1","5'UTR","chr11:2812705-2813555",3,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"2477","cg27301092","4",1352452,"F","KIAA1530","NM_020894","Body","","","AC078852.2","ENST00000515842.1","5'UTR","AC078852.2","ENST00000515842.1","5'UTR","",NA,"chr4:1346657-1352501",6,"",NA,"","","KIAA1530","NM_020894","Body"
"2478","cg21778835","11",132016192,"F","NTM","NM_001144059","Body","","","NTM","ENST00000374791.3","ExonBnd","NTM","ENST00000374791.3","ExonBnd","",NA,"",NA,"",NA,"","","NTM","NM_001144059","Body"
"2479","cg01581060","11",2444188,"F","TRPM5","NM_014555","1stExon","chr11:2442070-2442402","S_Shore","TRPM5","ENST00000533060.1","1stExon","TRPM5","ENST00000533881.1","1stExon","chr11:2443925-2444315",3,"",NA,"",NA,"","","TRPM5","NM_014555","1stExon"
"2480","cg05837401","3",125899086,"F","ALDH1L1","NM_012190","5'UTR","chr3:125898662-125899568","Island","ALDH1L1-AS2","ENST00000500232.2","1stExon","ALDH1L1-AS2","ENST00000500232.2","1stExon","chr3:125899020-125899975",3,"",NA,"",NA,"","","ALDH1L1","NM_012190","5'UTR"
"2481","cg17499900","5",5159122,"R","ADAMTS16","NM_139056","Body","","","CTD-2297D10.1","ENST00000514848.1","3'UTR","CTD-2297D10.1","ENST00000514848.1","3'UTR","",NA,"chr5:5158511-5160178",3,"",NA,"","","ADAMTS16","NM_139056","Body"
"2482","cg10271408","7",77648600,"R","MAGI2","NM_012301","3'UTR","chr7:77648451-77648668","Island","MAGI2","ENST00000419488.1","3'UTR","MAGI2","ENST00000419488.1","3'UTR","chr7:77648405-77649375",3,"",NA,"",NA,"","","MAGI2","NM_012301","3'UTR"
"2483","cg21427119","20",30132790,"F","HM13","NM_178580","Body","chr20:30135076-30135292","N_Shelf","HM13","ENST00000492709.1","5'UTR","HM13","ENST00000469097.1","TSS200","",NA,"",NA,"",NA,"","","HM13","NM_178580","Body"
"2484","cg05509218","7",94286793,"R","SGCE","NM_001099401","TSS1500","chr7:94284858-94286527","S_Shore","SGCE","ENST00000428696.2","TSS1500","SGCE","ENST00000428696.2","TSS1500","",NA,"",NA,"chr7:94284008-94288709",6,"","","SGCE","NM_001099401","TSS1500"
"2485","cg24896860","12",54410493,"F","HOXC4","NM_014620","TSS200","chr12:54411709-54412131","N_Shore","HOXC4","ENST00000303406.4","TSS1500","HOXC4","ENST00000303406.4","TSS1500","chr12:54410400-54410715",3,"",NA,"",NA,"","","HOXC4","NM_014620","TSS200"
"2486","cg06294475","11",2698623,"F","KCNQ1","NM_000218","Body","","","KCNQ1OT1","ENST00000557213.1","1stExon","KCNQ1OT1","ENST00000557213.1","1stExon","chr11:2698380-2698695",3,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"2487","cg18785827","6",11736065,"R","ADTRP","NM_032744","Body","","","ADTRP","ENST00000514824.1","3'UTR","ADTRP","ENST00000503285.1","TSS200","",NA,"",NA,"",NA,"","","ADTRP","NM_032744","Body"
"2488","cg06281648","16",58039281,"F","C16orf57","NM_024598","Body","chr16:58033947-58035548","S_Shelf","C16orf57","ENST00000565662.1","5'UTR","C16orf57","ENST00000566292.1","5'UTR","chr16:58039165-58039410",3,"",NA,"",NA,"","","C16orf57","NM_024598","Body"
"2489","cg11296826","1",40236125,"F","BMP8B","NM_001720","Body","chr1:40235767-40237190","Island","OXCT2","ENST00000327582.5","1stExon","OXCT2","ENST00000327582.5","1stExon","chr1:40235845-40236395",3,"",NA,"",NA,"","","BMP8B","NM_001720","Body"
"2490","cg10738016","6",160389796,"F","IGF2R","NM_000876","TSS1500","chr6:160389832-160390890","N_Shore","IGF2R","ENST00000356956.1","TSS1500","IGF2R","ENST00000356956.1","TSS1500","chr6:160389460-160389855",3,"",NA,"",NA,"","","IGF2R","NM_000876","TSS1500"
"2491","cg27300742","11",2020129,"F","H19","NR_002196","TSS1500","chr11:2017459-2018253","S_Shore","H19","ENST00000428066.1","3'UTR","H19","ENST00000428066.1","3'UTR","",NA,"chr11:2007560-2024664",6,"chr11:2016330-2022967",6,"","","H19","NR_002196","TSS1500"
"2492","cg01067635","1",45196876,"F","","","","","","RNU5D-1","ENST00000363299.1","TSS200","RNU5D-1","ENST00000363299.1","TSS200","chr1:45195820-45197215",3,"",NA,"",NA,"","","RNU5D-1","ENST00000363299.1","TSS200"
"2493","cg22137572","5",19915602,"R","CDH18","NM_001167667","5'UTR","","","CDH18","ENST00000502796.1","5'UTR","CDH18","ENST00000511423.1","3'UTR","",NA,"",NA,"",NA,"","","CDH18","NM_001167667","5'UTR"
"2494","cg05558390","20",57415377,"F","GNASAS","NR_002785","Body","chr20:57415135-57417153","Island","GNAS","ENST00000313949.7","1stExon","GNAS","ENST00000313949.7","1stExon","chr20:57415345-57415815",3,"",NA,"",NA,"","","GNASAS","NR_002785","Body"
"2495","cg27211295","19",55485068,"F","NLRP2","NM_017852","Body","","","NLRP2","ENST00000397169.3","TSS1500","NLRP2","ENST00000397169.3","TSS1500","chr19:55485065-55485330",3,"",NA,"",NA,"","","NLRP2","NM_017852","Body"
"2496","cg12433386","11",2722340,"F","KCNQ1OT1","NR_002728","TSS1500","chr11:2720410-2722087","S_Shore","KCNQ1OT1","ENST00000557213.1","TSS1500","KCNQ1OT1","ENST00000557213.1","TSS1500","chr11:2721905-2723235",3,"",NA,"",NA,"","","KCNQ1OT1","NR_002728","TSS1500"
"2497","cg11941633","12",54422447,"R","HOXC4","NM_014620","5'UTR","chr12:54423427-54423712","N_Shore","HOXC6","ENST00000243108.4","1stExon","HOXC6","ENST00000243108.4","1stExon","chr12:54422060-54422835",3,"",NA,"",NA,"","","HOXC4","NM_014620","5'UTR"
"2498","cg04907885","1",3213790,"R","PRDM16","NM_022114","Body","","","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000512462.1","5'UTR","",NA,"chr1:3207389-3213814",6,"",NA,"","","PRDM16","NM_022114","Body"
"2499","cg13476932","1",6260373,"R","RPL22","NM_000983","TSS1500","chr1:6259178-6259883","S_Shore","RPL22","ENST00000480661.1","TSS1500","RPL22","ENST00000465387.1","TSS1500","",NA,"chr1:6258767-6260385",6,"chr1:6256801-6260875",6,"","","RPL22","NM_000983","TSS1500"
"2500","cg16514115","9",74600633,"F","","","","","","","","","C9orf85","ENST00000486911.1","3'UTR","chr9:74600560-74600835",3,"",NA,"",NA,"","","C9orf85","ENST00000486911.1","3'UTR"
"2501","cg06719391","11",2554330,"F","KCNQ1","NM_000218","Body","chr11:2554103-2554331","Island","","","","","","","chr11:2554320-2555315",3,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"2502","cg07156273","20",36149013,"F","BLCAP","NM_001167821","5'UTR","chr20:36148603-36150136","Island","BLCAP","ENST00000397131.1","5'UTR","BLCAP","ENST00000456058.1","5'UTR","chr20:36148860-36149155",3,"",NA,"",NA,"","","BLCAP","NM_001167821","5'UTR"
"2503","cg23891601","7",50807182,"R","GRB10","NM_001001555","5'UTR","","","GRB10","ENST00000407526.1","5'UTR","GRB10","ENST00000407526.1","5'UTR","",NA,"",NA,"chr7:50806585-50808065",6,"","","GRB10","NM_001001555","5'UTR"
"2504","cg05349837","12",54430991,"F","HOXC4","NM_014620","5'UTR","chr12:54427025-54428709","S_Shelf","HOXC4","ENST00000507650.1","TSS1500","HOXC4","ENST00000507650.1","TSS1500","",NA,"chr12:54430462-54431101",6,"chr12:54430296-54434470",6,"","","HOXC4","NM_014620","5'UTR"
"2505","cg14275836","11",2941313,"R","SLC22A18","NM_183233","Body","chr11:2942794-2943066","N_Shore","SLC22A18","ENST00000441077.1","5'UTR","SLC22A18","ENST00000467719.1","5'UTR","",NA,"chr11:2940156-2942240",6,"",NA,"","","SLC22A18","NM_183233","Body"
"2506","cg05804170","1",3121514,"F","PRDM16","NM_022114","Body","","","","","","","","","chr1:3121300-3121655",3,"",NA,"",NA,"","","PRDM16","NM_022114","Body"
"2507","cg01597004","9",4298614,"R","GLIS3","NM_001042413","5'UTR","chr9:4297817-4300182","Island","RP11-358M14.2","ENST00000440674.1","TSS1500","RP11-358M14.2","ENST00000440674.1","TSS1500","chr9:4297765-4299895",3,"",NA,"",NA,"","","GLIS3","NM_001042413","5'UTR"
"2508","cg01749252","7",50778643,"F","GRB10","NM_001001549","Body","","","GRB10","ENST00000439599.1","TSS200","GRB10","ENST00000439599.1","TSS200","chr7:50778605-50778855",3,"",NA,"",NA,"","","GRB10","NM_001001549","Body"
"2509","cg25353069","9",72189149,"F","APBA1","NM_001163","5'UTR","","","APBA1","ENST00000265381.3","5'UTR","APBA1","ENST00000265381.3","5'UTR","chr9:72189040-72189230",3,"",NA,"",NA,"","","APBA1","NM_001163","5'UTR"
"2510","cg02290578","8",1579108,"R","DLGAP2","NM_004745","Body","chr8:1579038-1579241","Island","","","","","","","",NA,"",NA,"",NA,"","","DLGAP2","NM_004745","Body"
"2511","cg08861541","11",2610149,"R","KCNQ1","NM_000218","Body","","","","","","","","","",NA,"chr11:2610015-2613004",6,"",NA,"","","KCNQ1","NM_000218","Body"
"2512","cg11357538","20",57463397,"R","GNAS","NM_001077490","3'UTR","chr20:57463652-57467739","N_Shore","GNAS","ENST00000371098.2","3'UTR","GNAS","ENST00000488546.1","TSS1500","chr20:57463225-57463495",3,"",NA,"",NA,"","","GNAS","NM_001077490","3'UTR"
"2513","cg02597493","15",79298637,"F","RASGRF1","NM_153815","TSS1500","","","RASGRF1","ENST00000560334.1","3'UTR","RASGRF1","ENST00000560334.1","3'UTR","",NA,"",NA,"",NA,"","","RASGRF1","NM_153815","TSS1500"
"2514","cg16711450","11",2183505,"R","INS","NM_000207","TSS1500","chr11:2187488-2188245","N_Shelf","INS","ENST00000512523.1","TSS1500","INS","ENST00000512523.1","TSS1500","",NA,"chr11:2174846-2196196",6,"",NA,"","","INS","NM_000207","TSS1500"
"2515","cg12232783","12",54422127,"R","HOXC4","NM_014620","5'UTR","chr12:54423427-54423712","N_Shore","HOXC6","ENST00000243108.4","TSS200","HOXC6","ENST00000243108.4","TSS200","chr12:54422060-54422835",3,"",NA,"",NA,"","","HOXC4","NM_014620","5'UTR"
"2516","cg12204258","3",147131178,"F","ZIC1","NM_003412","Body","chr3:147131066-147131333","Island","","","","ZIC1","ENST00000472523.1","5'UTR","chr3:147129645-147131690",3,"",NA,"",NA,"","","ZIC1","NM_003412","Body"
"2517","cg04847172","20",36155979,"F","BLCAP","NM_001167821","5'UTR","chr20:36156022-36156669","N_Shore","BLCAP","ENST00000397135.1","5'UTR","BLCAP","ENST00000397135.1","5'UTR","chr20:36155785-36156690",3,"",NA,"",NA,"","","BLCAP","NM_001167821","5'UTR"
"2518","cg27610486","10",135050842,"F","VENTX","NM_014468","TSS1500","chr10:135048797-135052077","Island","VENTX","ENST00000325980.8","TSS1500","VENTX","ENST00000325980.8","TSS1500","",NA,"chr10:135048007-135053948",6,"",NA,"","","VENTX","NM_014468","TSS1500"
"2519","cg26347039","15",26913018,"R","GABRB3","NM_000814","Body","chr15:26915189-26915753","N_Shelf","GABRB3","ENST00000545868.1","5'UTR","GABRB3","ENST00000545868.1","5'UTR","chr15:26912860-26913135",3,"",NA,"",NA,"","","GABRB3","NM_000814","Body"
"2520","cg02025117","2",38335521,"F","","","","","","CYP1B1","ENST00000494864.1","3'UTR","CYP1B1","ENST00000494864.1","3'UTR","chr2:38335300-38335530",3,"",NA,"",NA,"","","CYP1B1","ENST00000494864.1","3'UTR"
"2521","cg17989833","11",32444987,"R","WT1","NM_024425","Body","chr11:32448261-32449744","N_Shelf","","","","","","","chr11:32444585-32445255",3,"",NA,"",NA,"","","WT1","NM_024425","Body"
"2522","cg15394860","11",2017084,"F","H19","NR_002196","Body","chr11:2017459-2018253","N_Shore","H19","ENST00000442037.1","3'UTR","H19","ENST00000442037.1","3'UTR","chr11:2016865-2017255",3,"",NA,"",NA,"","","H19","NR_002196","Body"
"2523","cg26808144","11",131779228,"F","NTM","NM_016522","TSS1500","chr11:131780328-131781532","N_Shore","","","","NTM","ENST00000463395.1","TSS1500","chr11:131779225-131779375",3,"",NA,"",NA,"","","NTM","NM_016522","TSS1500"
"2524","cg10535824","7",42003899,"R","GLI3","NM_000168","3'UTR","chr7:42005067-42006121","N_Shore","GLI3","ENST00000395925.3","3'UTR","GLI3","ENST00000395925.3","3'UTR","chr7:42003840-42004135",3,"",NA,"",NA,"","","GLI3","NM_000168","3'UTR"
"2525","cg11715903","14",53417327,"F","FERMT2","NM_006832","5'UTR","chr14:53417108-53418339","Island","FERMT2","ENST00000553373.1","TSS200","FERMT2","ENST00000553373.1","TSS200","chr14:53416460-53418670",3,"",NA,"",NA,"","","FERMT2","NM_006832","5'UTR"
"2526","cg27068143","13",47471264,"R","HTR2A","NM_000621","TSS200","","","HTR2A","ENST00000378688.3","TSS1500","HTR2A","ENST00000378688.3","TSS1500","chr13:47470700-47471310",3,"",NA,"",NA,"","","HTR2A","NM_000621","TSS200"
"2527","cg08664810","1",92949973,"F","GFI1","NM_001127216","5'UTR","chr1:92945907-92952609","Island","GFI1","ENST00000483490.1","3'UTR","GFI1","ENST00000483490.1","3'UTR","chr1:92949025-92952755",3,"",NA,"",NA,"","","GFI1","NM_001127216","5'UTR"
"2528","cg06703375","1",3234198,"F","PRDM16","NM_022114","Body","","","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000512462.1","5'UTR","chr1:3234045-3234335",3,"",NA,"",NA,"","","PRDM16","NM_022114","Body"
"2529","cg00837103","20",61447268,"R","COL9A3","NM_001853","TSS1500","chr20:61447685-61448891","N_Shore","COL9A3","ENST00000343916.3","TSS1500","COL9A3","ENST00000477612.1","TSS1500","chr20:61447060-61447375",3,"",NA,"",NA,"","","COL9A3","NM_001853","TSS1500"
"2530","cg02049499","16",1031458,"R","SOX8","NM_014587","TSS1500","chr16:1029878-1035327","Island","RP11-161M6.2","ENST00000568394.1","3'UTR","RP11-161M6.2","ENST00000568394.1","3'UTR","chr16:1031360-1031795",3,"",NA,"",NA,"","","SOX8","NM_014587","TSS1500"
"2531","cg03104293","11",132056886,"R","NTM","NM_001048209","Body","","","","","","NTM","ENST00000498764.1","5'UTR","",NA,"chr11:132056663-132056921",6,"chr11:132056586-132058029",6,"","","NTM","NM_001048209","Body"
"2532","cg23644132","11",3010640,"R","NAP1L4","NM_005969","5'UTR","chr11:3012799-3014181","N_Shelf","NAP1L4","ENST00000399624.3","5'UTR","NAP1L4","ENST00000430811.1","5'UTR","chr11:3010240-3010675",3,"",NA,"",NA,"","","NAP1L4","NM_005969","5'UTR"
"2533","cg05369582","1",228404763,"R","OBSCN","NM_052843","Body","chr1:228404717-228405013","Island","OBSCN","ENST00000493977.1","5'UTR","OBSCN","ENST00000493977.1","5'UTR","",NA,"",NA,"",NA,"","","OBSCN","NM_052843","Body"
"2534","cg21156006","9",129455121,"R","LMX1B","NM_002316","Body","chr9:129453084-129453347","S_Shore","","","","","","","",NA,"chr9:129453779-129460035",6,"",NA,"","","LMX1B","NM_002316","Body"
"2535","cg15252682","20",57450415,"R","GNAS","NM_016592","3'UTR","","","GNAS","ENST00000371098.2","3'UTR","GNAS","ENST00000371098.2","3'UTR","chr20:57450240-57450490",3,"",NA,"",NA,"","","GNAS","NM_016592","3'UTR"
"2536","cg18141744","11",69924156,"F","ANO1","NM_018043","TSS1500","chr11:69924338-69925197","N_Shore","ANO1","ENST00000355303.5","TSS1500","ANO1","ENST00000355303.5","TSS1500","chr11:69923925-69924315",3,"",NA,"",NA,"","","ANO1","NM_018043","TSS1500"
"2537","cg26839410","11",131715325,"R","NTM","NM_001048209","Body","","","","","","","","","chr11:131715260-131715455",3,"",NA,"",NA,"","","NTM","NM_001048209","Body"
"2538","cg19194405","7",50538740,"F","DDC","NM_000790","Body","chr7:50535740-50535953","S_Shelf","","","","DDC","ENST00000444733.1","3'UTR","chr7:50538425-50538770",3,"",NA,"",NA,"","","DDC","NM_000790","Body"
"2539","cg19519630","1",3617886,"F","TP73","NM_001126240","Body","","","TP73","ENST00000378290.4","5'UTR","TP73","ENST00000378290.4","5'UTR","",NA,"chr1:3617414-3618053",6,"",NA,"","","TP73","NM_001126240","Body"
"2540","cg08999124","20",42193808,"F","SGK2","NM_016276","TSS1500","","","SGK2","ENST00000341458.4","TSS1500","SGK2","ENST00000341458.4","TSS1500","chr20:42193680-42194255",3,"",NA,"",NA,"","","SGK2","NM_016276","TSS1500"
"2541","cg08907387","6",160463797,"F","IGF2R","NM_000876","Body","","","","","","","","","",NA,"",NA,"chr6:160461708-160464726",6,"","","IGF2R","NM_000876","Body"
"2542","cg18503643","5",5139512,"F","ADAMTS16","NM_139056","TSS1500","chr5:5139441-5140941","Island","CTD-2297D10.2","ENST00000512155.1","3'UTR","CTD-2297D10.2","ENST00000512155.1","3'UTR","chr5:5139365-5140395",3,"",NA,"",NA,"","","ADAMTS16","NM_139056","TSS1500"
